CustomerID,total_revenue,Country,rank,row_number
18259,2338.6,United Kingdom,754,754
12584,2338.15,Italy,755,755
18257,2337.63,United Kingdom,756,756
17954,2332.72,United Kingdom,757,757
15281,2332.15,United Kingdom,758,758
12782,2330.92,Portugal,759,759
15785,2328.97,United Kingdom,760,760
17313,2328.84,United Kingdom,761,761
17744,2322.4,United Kingdom,762,762
17211,2317.22,United Kingdom,763,763
14290,2314.65,United Kingdom,764,764
15365,2314.32,United Kingdom,765,765
13994,2313.14,United Kingdom,766,766
13704,2308.06,United Kingdom,767,767
15288,2306.52,United Kingdom,768,768
16735,2300.56,United Kingdom,769,769
16550,2298.97,United Kingdom,770,770
15105,2298.93,United Kingdom,771,771
13115,2294.78,United Kingdom,772,772
15704,2293.62,United Kingdom,773,773
12615,2291.19,France,774,774
13527,2287.51,United Kingdom,775,775
17696,2285.71,United Kingdom,776,776
12684,2283.63,France,777,777
16782,2279.9,United Kingdom,778,778
13317,2273.68,United Kingdom,779,779
17768,2273.18,United Kingdom,780,780
14466,2272.4,United Kingdom,781,781
13700,2265.12,United Kingdom,782,782
16057,2263.12,United Kingdom,783,783
16209,2262.62,United Kingdom,784,784
14432,2255.51,United Kingdom,785,785
16293,2248.99,United Kingdom,786,786
17442,2248.56,United Kingdom,787,787
15235,2247.51,United Kingdom,788,788
16771,2246.81,United Kingdom,789,789
15665,2242.01,United Kingdom,790,790
14211,2241.1,United Kingdom,791,791
16743,2238.09,United Kingdom,792,792
14560,2237.77,United Kingdom,793,793
14700,2235.3,United Kingdom,794,794
16076,2234.73,United Kingdom,795,795
15834,2233.75,United Kingdom,796,796
18242,2232.49,United Kingdom,797,797
14226,2232.19,United Kingdom,798,798
14825,2226.91,United Kingdom,799,799
17591,2225.97,United Kingdom,800,800
12783,2225.91,Portugal,801,801
13365,2225.37,United Kingdom,802,802
15722,2222.56,United Kingdom,803,803
15811,2218.62,United Kingdom,804,804
12876,2218.02,Belgium,805,805
12653,2209.85,Israel,806,806
13862,2209.36,United Kingdom,807,807
15797,2207.4,United Kingdom,808,808
15179,2206.95,United Kingdom,809,809
13831,2202.99,United Kingdom,810,810
17406,2200.42,United Kingdom,811,811
15123,2199.31,United Kingdom,812,812
16628,2188.05,United Kingdom,813,813
15394,2183.54,United Kingdom,814,814
14341,2182.28,United Kingdom,815,815
12856,2179.93,United Kingdom,816,816
12909,2178.67,United Kingdom,817,817
12501,2169.39,Germany,818,818
12633,2163.98,Germany,819,819
13755,2161.35,United Kingdom,820,820
12935,2160.7,United Kingdom,821,821
16456,2158.37,United Kingdom,822,822
14407,2157.73,United Kingdom,823,823
16379,2157.4,United Kingdom,824,824
13224,2155.95,United Kingdom,825,825
16966,2154.97,United Kingdom,826,826
17272,2148.63,United Kingdom,827,827
14828,2139.76,United Kingdom,828,828
12560,2134.01,Germany,829,829
17400,2129.96,United Kingdom,830,830
13517,2128.42,United Kingdom,831,831
14360,2128.23,United Kingdom,832,832
16407,2126.93,United Kingdom,833,833
14640,2125.08,United Kingdom,834,834
15058,2124.99,United Kingdom,835,835
13632,2121.27,United Kingdom,836,836
18061,2119.41,United Kingdom,837,837
18008,2116.19,United Kingdom,838,838
14691,2114.33,United Kingdom,839,839
13265,2107.66,United Kingdom,840,840
18173,2106.84,United Kingdom,841,841
18093,2106.52,United Kingdom,842,842
14461,2103.06,United Kingdom,843,843
14515,2102.09,United Kingdom,844,844
17861,2100.8,United Kingdom,845,845
15815,2100.6,United Kingdom,846,846
13126,2099.64,United Kingdom,847,847
12610,2099.54,Italy,848,848
16875,2095.53,United Kingdom,849,849
17191,2095.13,United Kingdom,850,850
18283,2094.88,United Kingdom,851,851
14306,2093.32,United Kingdom,852,852
13571,2092.32,United Kingdom,853,853
17490,2092.32,United Kingdom,853,854
13297,2089.85,United Kingdom,855,855
18044,2088.6,United Kingdom,856,856
14810,2087.88,United Kingdom,857,857
16954,2085.08,United Kingdom,858,858
18231,2083.27,United Kingdom,859,859
14696,2078.95,United Kingdom,860,860
14209,2073.43,United Kingdom,861,861
18241,2073.09,United Kingdom,862,862
18219,2069.77,United Kingdom,863,863
14482,2068.15,United Kingdom,864,864
12948,2064.95,United Kingdom,865,865
12928,2062.7,United Kingdom,866,866
16281,2062.06,United Kingdom,867,867
14409,2059.45,United Kingdom,868,868
12518,2056.89,Germany,869,869
17667,2055.51,United Kingdom,870,870
14188,2054.36,United Kingdom,871,871
16150,2053.02,United Kingdom,872,872
17086,2050.08,United Kingdom,873,873
17612,2048.45,United Kingdom,874,874
14232,2048.07,United Kingdom,875,875
17625,2047.0,United Kingdom,876,876
13495,2044.87,United Kingdom,877,877
17597,2044.37,United Kingdom,878,878
17090,2043.95,United Kingdom,879,879
13450,2043.72,United Kingdom,880,880
14001,2043.08,United Kingdom,881,881
12585,2040.1,Germany,882,882
13593,2037.08,United Kingdom,883,883
18069,2036.67,United Kingdom,884,884
17846,2033.1,United Kingdom,885,885
13630,2031.78,United Kingdom,886,886
16409,2028.88,United Kingdom,887,887
17337,2027.87,United Kingdom,888,888
16358,2027.5,United Kingdom,889,889
14544,2024.45,United Kingdom,890,890
15341,2020.52,United Kingdom,891,891
14506,2012.17,United Kingdom,892,892
15531,2007.44,United Kingdom,893,893
15372,2007.4,United Kingdom,894,894
16098,2005.63,United Kingdom,895,895
14730,2005.06,United Kingdom,896,896
14217,2004.98,United Kingdom,897,897
14462,2004.02,United Kingdom,898,898
17082,2003.85,United Kingdom,899,899
16754,2002.4,United Kingdom,900,900
15493,2001.8,United Kingdom,901,901
18188,2001.04,United Kingdom,902,902
13305,2000.86,United Kingdom,903,903
16698,1998.0,United Kingdom,904,904
17827,1995.46,United Kingdom,905,905
18204,1993.7,United Kingdom,906,906
17679,1992.11,United Kingdom,907,907
17088,1991.01,United Kingdom,908,908
13246,1987.3,United Kingdom,909,909
13590,1981.92,United Kingdom,910,910
13725,1980.56,United Kingdom,911,911
17422,1979.37,United Kingdom,912,912
16341,1971.87,United Kingdom,913,913
17997,1970.67,United Kingdom,914,914
12674,1970.6,France,915,915
17790,1965.55,United Kingdom,916,916
17218,1960.72,United Kingdom,917,917
15351,1960.11,United Kingdom,918,918
14498,1957.32,United Kingdom,919,919
12853,1957.1,United Kingdom,920,920
17554,1952.45,United Kingdom,921,921
14533,1949.72,United Kingdom,922,922
14653,1947.55,United Kingdom,923,923
15814,1945.33,United Kingdom,924,924
15518,1942.45,United Kingdom,925,925
14418,1937.25,United Kingdom,926,926
14472,1936.84,United Kingdom,927,927
15864,1936.32,United Kingdom,928,928
15157,1936.07,United Kingdom,929,929
12528,1933.48,Germany,930,930
14655,1932.23,United Kingdom,931,931
14978,1931.42,United Kingdom,932,932
16983,1931.25,United Kingdom,933,933
13094,1927.32,United Kingdom,934,934
16942,1920.59,United Kingdom,935,935
15021,1914.82,United Kingdom,936,936
17368,1912.67,United Kingdom,937,937
14285,1910.01,United Kingdom,938,938
16426,1908.25,United Kingdom,939,939
17228,1906.09,United Kingdom,940,940
14210,1905.84,United Kingdom,941,941
15819,1905.45,United Kingdom,942,942
14250,1904.05,United Kingdom,943,943
12762,1898.52,Portugal,944,944
17463,1896.41,United Kingdom,945,945
17870,1894.35,United Kingdom,946,946
14934,1890.94,Channel Islands,947,947
12371,1887.96,Switzerland,948,948
15641,1887.2,United Kingdom,949,949
16170,1885.05,United Kingdom,950,950
13890,1883.81,United Kingdom,951,951
16128,1880.22,United Kingdom,952,952
17738,1879.05,United Kingdom,953,953
15367,1877.59,United Kingdom,954,954
17293,1875.11,United Kingdom,955,955
16986,1873.2,United Kingdom,956,956
13982,1871.81,United Kingdom,957,957
16474,1871.5,United Kingdom,958,958
17469,1870.97,United Kingdom,959,959
16841,1869.82,United Kingdom,960,960
14524,1867.68,United Kingdom,961,961
17787,1865.19,United Kingdom,962,962
16201,1863.47,United Kingdom,963,963
14887,1862.0,United Kingdom,964,964
12423,1859.31,Belgium,965,965
17873,1859.16,United Kingdom,966,966
14305,1858.96,United Kingdom,967,967
12963,1856.63,United Kingdom,968,968
16979,1852.0,United Kingdom,969,969
13421,1851.08,United Kingdom,970,970
12383,1850.56,Belgium,971,971
12381,1845.31,Norway,972,972
17519,1844.02,United Kingdom,973,973
18180,1843.75,United Kingdom,974,974
12950,1843.0,United Kingdom,975,975
17015,1842.56,United Kingdom,976,976
16102,1842.14,United Kingdom,977,977
16455,1841.18,United Kingdom,978,978
14113,1840.42,United Kingdom,979,979
14216,1839.3,United Kingdom,980,980
13924,1838.85,United Kingdom,981,981
14459,1837.92,United Kingdom,982,982
18287,1837.28,United Kingdom,983,983
13650,1836.34,United Kingdom,984,984
15827,1836.09,United Kingdom,985,985
13048,1835.91,United Kingdom,986,986
14665,1835.7,United Kingdom,987,987
16152,1829.04,United Kingdom,988,988
15203,1827.8,United Kingdom,989,989
18122,1826.21,United Kingdom,990,990
17702,1824.37,United Kingdom,991,991
16153,1824.23,United Kingdom,992,992
17705,1823.52,United Kingdom,993,993
16169,1822.97,United Kingdom,994,994
17828,1820.09,Malta,995,995
17629,1814.12,United Kingdom,996,996
15260,1810.77,United Kingdom,997,997
13481,1804.56,United Kingdom,998,998
17663,1802.91,United Kingdom,999,999
15812,1801.14,United Kingdom,1000,1000
16249,1800.07,United Kingdom,1001,1001
13562,1799.33,United Kingdom,1002,1002
13196,1797.78,United Kingdom,1003,1003
17750,1797.57,United Kingdom,1004,1004
17648,1797.5,United Kingdom,1005,1005
12348,1797.24,Finland,1006,1006
18235,1796.48,United Kingdom,1007,1007
13134,1793.58,United Kingdom,1008,1008
18179,1793.17,United Kingdom,1009,1009
13510,1791.56,United Kingdom,1010,1010
16719,1790.42,United Kingdom,1011,1011
12523,1789.77,France,1012,1012
14215,1789.72,United Kingdom,1013,1013
14621,1788.36,United Kingdom,1014,1014
13875,1786.79,United Kingdom,1015,1015
14608,1785.15,United Kingdom,1016,1016
14935,1784.71,Channel Islands,1017,1017
15050,1782.09,United Kingdom,1018,1018
16380,1780.59,United Kingdom,1019,1019
15220,1778.96,United Kingdom,1020,1020
17092,1777.78,United Kingdom,1021,1021
12645,1775.18,Germany,1022,1022
17754,1772.26,United Kingdom,1023,1023
15594,1771.78,United Kingdom,1024,1024
15473,1771.2,United Kingdom,1025,1025
17813,1770.88,United Kingdom,1026,1026
14387,1770.56,United Kingdom,1027,1027
16681,1770.34,United Kingdom,1028,1028
13456,1766.72,United Kingdom,1029,1029
15950,1765.51,United Kingdom,1030,1030
16751,1764.72,United Kingdom,1031,1031
12424,1760.96,Australia,1032,1032
12823,1759.5,United Kingdom,1033,1033
12349,1757.55,Italy,1034,1034
15241,1756.44,United Kingdom,1035,1035
16359,1750.92,United Kingdom,1036,1036
13564,1749.02,United Kingdom,1037,1037
13808,1747.66,United Kingdom,1038,1038
15067,1744.76,United Kingdom,1039,1039
13157,1741.22,United Kingdom,1040,1040
14595,1740.6,United Kingdom,1041,1041
17930,1740.48,United Kingdom,1042,1042
17353,1740.0,United Kingdom,1043,1043
17457,1737.7,United Kingdom,1044,1044
14673,1736.4,United Kingdom,1045,1045
17043,1735.18,United Kingdom,1046,1046
16791,1721.78,United Kingdom,1047,1047
17451,1721.4,United Kingdom,1048,1048
14834,1720.3,United Kingdom,1049,1049
15267,1717.36,United Kingdom,1050,1050
17162,1715.46,United Kingdom,1051,1051
13763,1714.96,United Kingdom,1052,1052
17147,1714.59,United Kingdom,1053,1053
14441,1712.89,United Kingdom,1054,1054
12405,1710.39,Finland,1055,1055
15947,1708.24,United Kingdom,1056,1056
12407,1708.12,Belgium,1057,1057
16902,1706.88,United Kingdom,1058,1058
15240,1706.57,United Kingdom,1059,1059
16398,1705.8,United Kingdom,1060,1060
17282,1703.41,United Kingdom,1061,1061
12843,1702.26,United Kingdom,1062,1062
16007,1701.94,United Kingdom,1063,1063
13184,1701.29,United Kingdom,1064,1064
17193,1699.3,United Kingdom,1065,1065
13824,1698.94,United Kingdom,1066,1066
16775,1695.66,United Kingdom,1067,1067
12764,1693.88,Lebanon,1068,1068
14245,1693.45,United Kingdom,1069,1069
15549,1693.26,United Kingdom,1070,1070
16813,1692.98,United Kingdom,1071,1071
16671,1692.27,United Kingdom,1072,1072
15380,1690.26,United Kingdom,1073,1073
17152,1689.5,United Kingdom,1074,1074
12635,1689.18,Germany,1075,1075
13162,1688.29,United Kingdom,1076,1076
13577,1687.6,United Kingdom,1077,1077
16638,1680.72,United Kingdom,1078,1078
13647,1678.12,United Kingdom,1079,1079
13149,1676.06,United Kingdom,1080,1080
17656,1674.69,United Kingdom,1081,1081
16115,1667.97,United Kingdom,1082,1082
12912,1662.3,United Kingdom,1083,1083
12530,1662.28,Germany,1084,1084
13012,1661.84,United Kingdom,1085,1085
15214,1661.44,United Kingdom,1086,1086
15024,1661.33,United Kingdom,1087,1087
15332,1661.06,Lithuania,1088,1088
12967,1660.9,United Kingdom,1089,1089
14045,1659.75,United Kingdom,1090,1090
15953,1659.38,United Kingdom,1091,1091
15826,1654.31,United Kingdom,1092,1092
14573,1653.42,United Kingdom,1093,1093
17284,1652.58,United Kingdom,1094,1094
16711,1651.03,United Kingdom,1095,1095
14837,1649.5,United Kingdom,1096,1096
13750,1647.26,United Kingdom,1097,1097
12657,1643.18,France,1098,1098
15002,1641.76,United Kingdom,1099,1099
13627,1638.47,United Kingdom,1100,1100
12398,1635.66,Switzerland,1101,1101
15122,1633.78,United Kingdom,1102,1102
14164,1631.77,United Kingdom,1103,1103
17673,1629.12,United Kingdom,1104,1104
12377,1628.12,Switzerland,1105,1105
16515,1627.13,United Kingdom,1106,1106
14759,1625.97,United Kingdom,1107,1107
16987,1625.05,United Kingdom,1108,1108
13425,1624.21,United Kingdom,1109,1109
15172,1624.05,United Kingdom,1110,1110
14937,1621.88,Channel Islands,1111,1111
17101,1621.73,United Kingdom,1112,1112
14178,1620.93,United Kingdom,1113,1113
16801,1619.73,United Kingdom,1114,1114
18161,1618.69,United Kingdom,1115,1115
14336,1614.91,United Kingdom,1116,1116
16992,1614.31,United Kingdom,1117,1117
15791,1612.69,United Kingdom,1118,1118
14312,1611.59,United Kingdom,1119,1119
13614,1610.46,United Kingdom,1120,1120
14918,1610.15,United Kingdom,1121,1121
12868,1607.06,United Kingdom,1122,1122
16817,1604.75,United Kingdom,1123,1123
12947,1603.99,United Kingdom,1124,1124
16466,1603.46,United Kingdom,1125,1125
14719,1602.13,United Kingdom,1126,1126
14587,1601.14,United Kingdom,1127,1127
15660,1600.86,United Kingdom,1128,1128
16496,1599.52,United Kingdom,1129,1129
13850,1595.48,United Kingdom,1130,1130
17837,1593.38,United Kingdom,1131,1131
16332,1593.2,United Kingdom,1132,1132
16676,1592.12,United Kingdom,1133,1133
14970,1592.06,United Kingdom,1134,1134
15611,1591.45,United Kingdom,1135,1135
18178,1590.81,United Kingdom,1136,1136
14442,1589.82,Channel Islands,1137,1137
12393,1582.6,Australia,1138,1138
15532,1580.93,United Kingdom,1139,1139
12607,1579.51,USA,1140,1140
13814,1579.12,Germany,1141,1141
16889,1578.67,United Kingdom,1142,1142
13186,1575.89,United Kingdom,1143,1143
13634,1575.16,United Kingdom,1144,1144
13659,1573.2,United Kingdom,1145,1145
17671,1572.71,United Kingdom,1146,1146
16283,1570.81,United Kingdom,1147,1147
12865,1568.23,Austria,1148,1148
15906,1567.69,United Kingdom,1149,1149
15111,1567.48,United Kingdom,1150,1150
17085,1566.65,United Kingdom,1151,1151
17204,1564.56,United Kingdom,1152,1152
18239,1561.61,United Kingdom,1153,1153
14038,1560.38,United Kingdom,1154,1154
16394,1555.34,United Kingdom,1155,1155
13313,1555.32,United Kingdom,1156,1156
16369,1553.66,United Kingdom,1157,1157
15620,1553.18,United Kingdom,1158,1158
15117,1551.78,United Kingdom,1159,1159
13320,1548.7,United Kingdom,1160,1160
14229,1547.2,United Kingdom,1161,1161
14704,1546.91,United Kingdom,1162,1162
16790,1545.62,United Kingdom,1163,1163
13397,1544.13,United Kingdom,1164,1164
15701,1542.14,United Kingdom,1165,1165
12818,1542.08,Austria,1166,1166
16365,1540.42,United Kingdom,1167,1167
17159,1538.88,United Kingdom,1168,1168
13849,1537.95,United Kingdom,1169,1169
12877,1535.77,United Kingdom,1170,1170
15392,1535.53,United Kingdom,1171,1171
15625,1534.26,United Kingdom,1172,1172
13107,1531.62,United Kingdom,1173,1173
12759,1531.44,Netherlands,1174,1174
14321,1530.75,United Kingdom,1175,1175
14567,1530.36,United Kingdom,1176,1176
15916,1528.09,United Kingdom,1177,1177
16244,1522.75,United Kingdom,1178,1178
16434,1522.25,United Kingdom,1179,1179
16066,1521.87,United Kingdom,1180,1180
13764,1521.76,United Kingdom,1181,1181
13213,1520.58,United Kingdom,1182,1182
16880,1519.08,United Kingdom,1183,1183
14267,1516.24,United Kingdom,1184,1184
13791,1516.0,United Kingdom,1185,1185
16748,1515.9,United Kingdom,1186,1186
16053,1511.95,United Kingdom,1187,1187
16910,1510.06,United Kingdom,1188,1188
16279,1509.58,United Kingdom,1189,1189
16016,1508.76,United Kingdom,1190,1190
15265,1506.12,United Kingdom,1191,1191
12937,1504.27,United Kingdom,1192,1192
15530,1502.35,United Kingdom,1193,1193
16762,1501.38,United Kingdom,1194,1194
13810,1499.01,Germany,1195,1195
17571,1498.51,United Kingdom,1196,1196
14414,1496.98,United Kingdom,1197,1197
16755,1496.83,United Kingdom,1198,1198
17002,1493.73,United Kingdom,1199,1199
15057,1489.5,United Kingdom,1200,1200
13110,1488.67,United Kingdom,1201,1201
13692,1488.32,United Kingdom,1202,1202
14963,1487.8,United Kingdom,1203,1203
17553,1487.6,United Kingdom,1204,1204
16395,1486.9,United Kingdom,1205,1205
14878,1485.54,United Kingdom,1206,1206
14758,1484.06,United Kingdom,1207,1207
18016,1483.56,United Kingdom,1208,1208
15427,1483.14,United Kingdom,1209,1209
17590,1479.22,United Kingdom,1210,1210
14403,1475.81,United Kingdom,1211,1211
15983,1475.02,United Kingdom,1212,1212
12826,1474.72,United Kingdom,1213,1213
14404,1474.32,United Kingdom,1214,1214
14246,1474.06,United Kingdom,1215,1215
15128,1471.0,United Kingdom,1216,1216
16348,1469.45,United Kingdom,1217,1217
14875,1465.32,United Kingdom,1218,1218
12882,1463.04,United Kingdom,1219,1219
14233,1462.72,United Kingdom,1220,1220
14541,1461.65,United Kingdom,1221,1221
17063,1461.14,United Kingdom,1222,1222
16059,1459.86,United Kingdom,1223,1223
16996,1456.96,United Kingdom,1224,1224
13309,1456.79,United Kingdom,1225,1225
13477,1454.58,United Kingdom,1226,1226
15987,1451.28,United Kingdom,1227,1227
14740,1448.21,United Kingdom,1228,1228
15426,1447.39,United Kingdom,1229,1229
14591,1447.14,United Kingdom,1230,1230
17073,1446.09,United Kingdom,1231,1231
13717,1445.01,United Kingdom,1232,1232
13461,1445.0,United Kingdom,1233,1233
17175,1443.69,United Kingdom,1234,1234
15478,1441.42,United Kingdom,1235,1235
15858,1438.85,United Kingdom,1236,1236
14071,1438.82,United Kingdom,1237,1237
13159,1437.85,United Kingdom,1238,1238
14566,1432.0,Channel Islands,1239,1239
16503,1431.93,United Kingdom,1240,1240
13475,1431.78,United Kingdom,1241,1241
16103,1429.64,United Kingdom,1242,1242
16271,1429.24,United Kingdom,1243,1243
14035,1428.02,United Kingdom,1244,1244
15681,1426.16,United Kingdom,1245,1245
15106,1422.52,United Kingdom,1246,1246
16463,1422.4,United Kingdom,1247,1247
16571,1421.69,United Kingdom,1248,1248
14019,1421.61,United Kingdom,1249,1249
14901,1421.29,United Kingdom,1250,1250
14443,1420.2,United Kingdom,1251,1251
17288,1419.73,United Kingdom,1252,1252
16173,1418.32,United Kingdom,1253,1253
15444,1418.26,United Kingdom,1254,1254
18116,1418.03,United Kingdom,1255,1255
17856,1418.03,United Kingdom,1255,1256
14649,1417.29,United Kingdom,1257,1257
14748,1415.75,United Kingdom,1258,1258
16012,1415.29,United Kingdom,1259,1259
16245,1413.66,United Kingdom,1260,1260
17004,1412.94,United Kingdom,1261,1261
15237,1412.32,United Kingdom,1262,1262
15596,1406.59,United Kingdom,1263,1263
17083,1405.78,United Kingdom,1264,1264
15563,1400.44,United Kingdom,1265,1265
14741,1400.34,United Kingdom,1266,1266
18202,1396.99,United Kingdom,1267,1267
13995,1393.69,United Kingdom,1268,1268
17354,1393.06,United Kingdom,1269,1269
15810,1391.98,United Kingdom,1270,1270
15051,1391.61,United Kingdom,1271,1271
13414,1390.5,United Kingdom,1272,1272
13516,1389.41,United Kingdom,1273,1273
15898,1388.88,United Kingdom,1274,1274
16539,1388.81,United Kingdom,1275,1275
15453,1388.37,United Kingdom,1276,1276
15134,1387.99,United Kingdom,1277,1277
12952,1387.79,United Kingdom,1278,1278
17676,1387.68,United Kingdom,1279,1279
12775,1386.04,Netherlands,1280,1280
13308,1385.51,United Kingdom,1281,1281
18167,1384.86,United Kingdom,1282,1282
17311,1384.85,United Kingdom,1283,1283
13572,1384.25,United Kingdom,1284,1284
14507,1383.18,United Kingdom,1285,1285
14116,1382.74,United Kingdom,1286,1286
16389,1382.07,United Kingdom,1287,1287
16726,1382.02,United Kingdom,1288,1288
17621,1379.9,United Kingdom,1289,1289
12886,1378.4,United Kingdom,1290,1290
15569,1375.71,United Kingdom,1291,1291
16669,1374.87,United Kingdom,1292,1292
14434,1372.8,United Kingdom,1293,1293
15095,1370.6,United Kingdom,1294,1294
13813,1366.86,Germany,1295,1295
14897,1366.38,United Kingdom,1296,1296
13396,1360.99,United Kingdom,1297,1297
14102,1360.28,United Kingdom,1298,1298
15411,1358.88,United Kingdom,1299,1299
13232,1357.6,United Kingdom,1300,1300
17054,1356.33,United Kingdom,1301,1301
14859,1353.74,United Kingdom,1302,1302
14064,1353.74,United Kingdom,1302,1303
15116,1352.75,United Kingdom,1304,1304
16079,1352.0,United Kingdom,1305,1305
16493,1351.63,United Kingdom,1306,1306
12770,1351.45,Japan,1307,1307
12646,1346.97,USA,1308,1308
14154,1345.62,United Kingdom,1309,1309
15398,1345.53,United Kingdom,1310,1310
12463,1344.78,Belgium,1311,1311
17372,1342.68,United Kingdom,1312,1312
16317,1341.65,United Kingdom,1313,1313
13743,1341.6,United Kingdom,1314,1314
18177,1341.42,United Kingdom,1315,1315
16045,1340.7,United Kingdom,1316,1316
13501,1340.32,Switzerland,1317,1317
15734,1339.45,United Kingdom,1318,1318
12620,1339.41,France,1319,1319
15059,1337.72,United Kingdom,1320,1320
16110,1337.48,United Kingdom,1321,1321
12919,1335.19,United Kingdom,1322,1322
15680,1333.68,United Kingdom,1323,1323
17932,1331.57,United Kingdom,1324,1324
12676,1331.39,Sweden,1325,1325
16295,1328.55,United Kingdom,1326,1326
15146,1327.16,United Kingdom,1327,1327
17633,1324.84,United Kingdom,1328,1328
12854,1324.5,United Kingdom,1329,1329
17095,1324.16,United Kingdom,1330,1330
16370,1320.56,United Kingdom,1331,1331
14794,1319.91,United Kingdom,1332,1332
13168,1319.19,United Kingdom,1333,1333
16083,1317.62,United Kingdom,1334,1334
12526,1316.66,Germany,1335,1335
14921,1316.07,United Kingdom,1336,1336
12576,1315.83,Poland,1337,1337
14511,1314.81,United Kingdom,1338,1338
16464,1314.68,United Kingdom,1339,1339
14973,1314.45,United Kingdom,1340,1340
14738,1314.45,United Kingdom,1340,1341
16040,1313.55,United Kingdom,1342,1342
12364,1313.1,Belgium,1343,1343
12516,1312.06,Germany,1344,1344
14856,1311.38,United Kingdom,1345,1345
14477,1309.6,United Kingdom,1346,1346
16120,1309.14,United Kingdom,1347,1347
14047,1308.61,United Kingdom,1348,1348
13328,1308.48,United Kingdom,1349,1349
14297,1305.33,United Kingdom,1350,1350
12507,1304.81,Spain,1351,1351
16744,1304.76,United Kingdom,1352,1352
17919,1304.04,United Kingdom,1353,1353
15813,1303.91,United Kingdom,1354,1354
14898,1303.52,United Kingdom,1355,1355
15108,1300.25,European Community,1356,1356
15494,1299.23,United Kingdom,1357,1357
12488,1298.66,France,1358,1358
12372,1298.04,Denmark,1359,1359
15602,1297.87,United Kingdom,1360,1360
17961,1296.44,United Kingdom,1361,1361
16929,1295.39,United Kingdom,1362,1362
16224,1295.3,United Kingdom,1363,1363
15621,1293.03,United Kingdom,1364,1364
16101,1290.7,United Kingdom,1365,1365
15171,1289.5,United Kingdom,1366,1366
15136,1286.7,United Kingdom,1367,1367
16949,1286.27,United Kingdom,1368,1368
17350,1286.07,United Kingdom,1369,1369
17802,1285.04,United Kingdom,1370,1370
16899,1281.56,United Kingdom,1371,1371
13878,1281.53,United Kingdom,1372,1372
13538,1280.85,United Kingdom,1373,1373
16951,1277.75,United Kingdom,1374,1374
16692,1276.0,United Kingdom,1375,1375
17019,1272.61,United Kingdom,1376,1376
12394,1272.48,Belgium,1377,1377
12630,1270.88,Finland,1378,1378
14669,1269.99,United Kingdom,1379,1379
13492,1269.84,Switzerland,1380,1380
13431,1269.1,United Kingdom,1381,1381
14916,1268.98,United Kingdom,1382,1382
15199,1268.7,United Kingdom,1383,1383
16660,1267.65,United Kingdom,1384,1384
17037,1267.32,United Kingdom,1385,1385
17158,1266.97,United Kingdom,1386,1386
14105,1266.23,United Kingdom,1387,1387
13989,1266.08,United Kingdom,1388,1388
16842,1264.19,United Kingdom,1389,1389
15497,1262.2,United Kingdom,1390,1390
15009,1261.78,United Kingdom,1391,1391
16688,1260.86,United Kingdom,1392,1392
17388,1259.56,United Kingdom,1393,1393
17412,1258.06,United Kingdom,1394,1394
13151,1257.87,United Kingdom,1395,1395
14931,1257.68,Channel Islands,1396,1396
16639,1257.51,United Kingdom,1397,1397
17481,1255.59,United Kingdom,1398,1398
13848,1255.0,United Kingdom,1399,1399
17262,1253.36,United Kingdom,1400,1400
14698,1250.76,United Kingdom,1401,1401
14383,1247.69,United Kingdom,1402,1402
12689,1247.61,France,1403,1403
13029,1247.5,United Kingdom,1404,1404
15004,1246.32,United Kingdom,1405,1405
12494,1246.1,France,1406,1406
13860,1245.9,United Kingdom,1407,1407
14428,1244.83,United Kingdom,1408,1408
16531,1244.59,United Kingdom,1409,1409
17584,1242.3,United Kingdom,1410,1410
17588,1240.2,United Kingdom,1411,1411
17731,1240.11,United Kingdom,1412,1412
12985,1239.38,United Kingdom,1413,1413
13476,1238.47,United Kingdom,1414,1414
14893,1237.85,United Kingdom,1415,1415
13931,1237.53,United Kingdom,1416,1416
15201,1236.54,United Kingdom,1417,1417
14684,1236.28,United Kingdom,1418,1418
15376,1233.36,United Kingdom,1419,1419
15910,1232.18,United Kingdom,1420,1420
18080,1231.5,United Kingdom,1421,1421
18171,1231.31,United Kingdom,1422,1422
14913,1227.43,United Kingdom,1423,1423
12997,1226.89,United Kingdom,1424,1424
12412,1226.88,Denmark,1425,1425
17774,1225.41,United Kingdom,1426,1426
15841,1224.06,United Kingdom,1427,1427
13208,1223.9,United Kingdom,1428,1428
16794,1222.71,United Kingdom,1429,1429
14745,1220.26,United Kingdom,1430,1430
15227,1219.4,United Kingdom,1431,1431
13491,1215.82,United Kingdom,1432,1432
17410,1214.72,United Kingdom,1433,1433
13055,1214.41,United Kingdom,1434,1434
18263,1213.16,United Kingdom,1435,1435
13918,1212.84,United Kingdom,1436,1436
16653,1212.66,United Kingdom,1437,1437
12464,1212.05,Belgium,1438,1438
17653,1207.56,United Kingdom,1439,1439
15737,1205.12,United Kingdom,1440,1440
16800,1201.49,United Kingdom,1441,1441
13158,1201.06,United Kingdom,1442,1442
17320,1200.62,United Kingdom,1443,1443
17800,1199.01,United Kingdom,1444,1444
15605,1198.23,United Kingdom,1445,1445
13118,1197.81,United Kingdom,1446,1446
13211,1197.42,United Kingdom,1447,1447
16042,1197.27,United Kingdom,1448,1448
17867,1197.1,United Kingdom,1449,1449
14487,1196.33,United Kingdom,1450,1450
